Concurso,Dia,Mes,Ano,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Bola16,Bola17,Bola18,Bola19,Bola20
579,24,12,5,1,2,3,6,12,21,31,35,46,47,48,50,51,52,59,64,69,71,89,90
580,28,12,5,3,7,8,12,16,20,21,27,33,34,37,51,56,59,71,78,80,85,88,95
581,31,12,5,2,6,12,27,28,29,37,38,46,52,55,57,62,64,65,71,78,83,84,91
582,4,1,6,0,3,6,16,18,19,20,22,25,27,32,40,47,56,70,78,85,93,94,97
583,7,1,6,1,9,16,27,28,38,39,45,46,54,56,58,69,71,76,83,87,91,98,99
584,11,1,6,1,11,18,31,37,40,42,44,45,47,59,61,71,76,78,83,90,91,92,94
585,14,1,6,15,19,26,28,34,37,40,44,47,51,54,60,62,66,74,79,91,92,94,98
586,18,1,6,5,6,14,21,27,36,39,45,48,50,56,62,64,72,76,80,81,89,92,97
587,21,1,6,10,11,15,25,28,37,44,47,48,51,52,53,60,74,78,86,89,91,93,94
588,25,1,6,2,10,25,28,35,50,53,54,59,61,71,73,75,82,84,88,89,91,95,98
589,28,1,6,11,13,15,23,25,26,28,41,43,47,50,52,58,63,68,73,76,83,88,96
590,1,2,6,0,13,14,16,17,18,27,28,39,44,47,65,67,70,71,80,84,86,92,97
591,4,2,6,0,6,14,17,29,34,42,43,51,54,58,61,64,68,81,82,84,89,94,99
592,8,2,6,1,5,7,11,15,18,24,27,28,29,32,38,44,57,62,64,70,73,91,99
593,11,2,6,18,34,36,44,51,52,54,62,72,74,76,77,80,81,86,88,90,94,95,98
594,15,2,6,5,7,10,20,25,29,38,45,52,54,58,67,70,71,72,76,86,87,89,98
595,18,2,6,0,5,6,8,18,24,28,43,45,47,48,49,51,64,66,76,77,82,87,99
596,22,2,6,2,18,20,22,31,46,50,51,54,60,63,66,70,73,80,81,86,88,90,99
597,25,2,6,1,4,9,13,16,26,27,33,45,53,57,62,63,64,65,77,78,86,94,97
598,1,3,6,6,9,22,23,38,40,54,57,60,63,65,67,73,75,78,79,80,82,89,90
599,4,3,6,3,10,24,28,31,39,41,43,49,53,55,59,76,80,85,89,90,94,95,97
600,8,3,6,3,4,5,7,11,12,17,28,29,30,36,38,42,55,65,75,78,87,90,93
601,11,3,6,2,3,8,13,18,28,30,42,44,51,71,72,75,79,82,86,88,90,92,97
602,15,3,6,0,13,18,19,22,28,31,33,39,41,42,45,46,53,55,71,80,86,88,99
603,18,3,6,13,17,19,24,31,39,44,52,53,57,62,64,67,74,75,76,81,89,91,95
604,22,3,6,2,8,12,15,24,29,48,50,52,57,61,67,68,72,73,75,76,88,90,97
605,25,3,6,0,3,4,11,13,14,22,26,29,34,40,51,57,64,66,72,74,75,76,91
606,29,3,6,5,11,12,19,26,28,35,51,52,57,58,60,70,72,75,77,83,85,94,98
607,1,4,6,2,11,20,29,30,35,37,47,59,64,72,75,78,79,82,84,89,92,94,99
608,5,4,6,13,16,18,25,29,43,50,52,53,54,55,58,61,64,67,77,79,80,82,91
609,8,4,6,1,3,9,24,27,29,35,50,57,59,60,68,69,71,72,78,83,84,89,90
610,12,4,6,0,1,12,13,15,16,17,18,20,40,48,50,52,57,58,59,62,64,85,96
611,15,4,6,0,8,10,13,20,23,24,36,39,41,43,46,47,48,49,57,58,74,96,99
612,19,4,6,0,9,10,13,17,25,27,34,38,50,59,60,66,67,75,80,85,87,89,98
613,22,4,6,3,9,11,13,17,21,31,32,34,43,45,49,57,63,66,67,78,85,94,95
614,26,4,6,10,11,12,13,19,21,24,31,36,44,46,47,50,62,69,75,77,85,86,90
615,29,4,6,2,14,28,41,43,46,47,52,57,58,60,64,65,69,71,72,74,75,77,92
616,3,5,6,0,11,16,17,23,26,27,43,45,47,51,59,66,67,69,73,74,75,82,85
617,6,5,6,9,26,27,32,36,37,41,43,54,55,56,58,61,62,84,85,89,91,95,96
618,10,5,6,8,13,14,24,27,30,31,32,43,49,57,58,59,71,76,80,86,87,96,98
619,13,5,6,4,7,10,15,22,26,38,39,44,49,54,58,61,66,70,75,81,89,91,99
620,17,5,6,0,8,14,28,29,30,32,35,42,55,57,58,63,70,76,80,88,89,91,92
621,21,5,6,0,1,3,7,18,23,25,31,33,36,37,41,42,48,58,65,77,83,87,89
622,24,5,6,0,2,5,7,11,13,20,25,32,35,37,42,52,54,66,78,87,91,97,98
623,27,5,6,12,14,15,32,36,40,42,53,56,66,72,75,76,77,82,85,87,90,92,96
624,31,5,6,8,9,10,21,22,23,41,45,47,49,52,56,60,62,64,66,74,77,93,96
625,3,6,6,2,4,9,17,20,23,24,26,31,33,35,42,52,58,61,62,68,74,76,85
626,7,6,6,0,6,7,16,17,20,21,22,27,30,31,34,35,52,56,67,68,72,75,91
627,10,6,6,0,9,24,27,28,30,31,37,47,53,61,72,78,81,83,84,86,87,92,93
628,14,6,6,14,17,18,21,31,35,37,43,45,47,55,59,62,70,71,72,77,79,81,88
629,17,6,6,5,8,10,12,27,28,33,35,38,39,44,51,59,63,65,69,78,81,82,94
630,21,6,6,0,4,5,10,18,26,31,40,44,47,50,57,59,61,64,71,72,78,87,92
631,24,6,6,1,4,18,20,21,31,38,39,42,55,62,66,67,71,75,79,82,93,98,99
632,28,6,6,3,8,9,28,32,35,36,38,42,43,59,62,64,68,78,88,89,94,95,97
633,1,7,6,11,12,15,16,23,24,27,37,45,56,57,61,64,68,69,73,88,91,96,97
634,5,7,6,4,11,12,13,16,19,21,28,31,36,47,48,51,52,59,70,83,85,89,94
635,8,7,6,1,3,4,5,7,8,24,26,27,33,41,56,61,65,69,71,76,80,82,92
636,12,7,6,2,3,6,11,13,17,19,33,34,35,37,42,50,58,63,65,66,85,86,91
637,15,7,6,6,10,17,18,25,26,32,55,59,60,68,71,77,80,83,84,91,92,95,97
638,19,7,6,4,7,12,13,15,17,34,38,46,55,56,62,71,77,79,81,83,87,88,96
639,22,7,6,0,12,18,19,23,28,30,33,37,46,50,58,62,65,66,73,76,91,98,99
640,26,7,6,0,3,4,7,13,15,16,17,24,33,36,37,39,41,57,58,62,71,88,89
641,29,7,6,9,13,16,21,31,36,38,39,42,43,51,58,67,73,88,89,93,95,96,99
642,2,8,6,14,25,26,36,40,44,45,46,56,61,64,75,79,83,88,92,93,95,97,99
643,5,8,6,3,10,14,15,19,30,38,39,45,52,54,57,64,66,69,74,75,85,91,96
644,9,8,6,4,11,13,16,33,37,47,51,56,57,62,68,72,82,84,90,92,94,95,96
645,12,8,6,3,9,15,21,22,32,35,37,40,43,49,54,58,73,78,82,83,86,90,95
646,16,8,6,0,1,7,11,12,21,23,25,26,30,36,41,45,48,59,61,72,87,91,94
647,19,8,6,1,3,13,18,25,34,38,45,47,50,51,52,68,69,78,82,89,90,91,92
648,23,8,6,1,3,10,20,26,28,30,35,36,50,56,57,61,62,73,81,88,89,91,98
649,26,8,6,11,14,18,19,25,28,34,37,40,46,48,49,52,56,71,72,74,77,81,99
650,30,8,6,2,5,24,27,42,43,44,51,53,57,60,64,70,71,78,81,85,94,97,99
651,2,9,6,0,1,10,25,30,37,39,43,45,51,53,55,56,59,60,63,74,77,78,93
652,6,9,6,3,4,6,8,12,17,18,25,28,35,37,48,53,58,61,68,70,72,90,95
653,9,9,6,2,3,5,8,18,24,31,34,38,39,49,50,59,61,68,72,84,88,91,94
654,13,9,6,4,13,23,34,36,51,55,56,61,65,69,70,74,78,79,81,82,90,97,98
655,16,9,6,1,6,15,18,19,23,27,33,43,57,59,72,73,74,78,79,94,95,98,99
656,20,9,6,1,3,4,6,12,15,21,23,48,52,56,59,64,73,75,76,78,79,81,95
657,23,9,6,6,8,16,21,24,25,26,28,38,54,66,72,76,81,83,84,87,88,90,99
658,27,9,6,1,2,13,16,20,24,32,34,43,44,45,55,61,63,67,76,77,91,93,96
659,30,9,6,6,7,22,23,29,32,42,47,49,57,58,63,65,74,76,80,86,92,95,96
660,4,10,6,2,6,11,12,23,30,32,34,36,45,51,57,60,67,71,79,83,88,92,97
661,7,10,6,3,4,7,17,20,29,31,40,43,46,52,64,65,70,72,73,75,76,97,98
662,11,10,6,12,14,18,21,23,25,26,32,35,37,43,47,49,54,65,66,73,83,89,93
663,14,10,6,2,8,11,12,23,24,30,31,33,38,43,45,47,49,66,71,72,74,85,86
664,18,10,6,0,3,11,20,30,32,35,44,46,50,51,53,54,55,57,60,64,70,91,93
665,21,10,6,0,1,5,8,10,22,24,30,38,40,44,54,57,59,60,64,72,81,88,99
666,25,10,6,0,1,5,15,16,17,18,22,31,32,42,43,47,58,68,77,84,85,91,92
667,28,10,6,2,5,7,10,20,29,42,45,52,58,59,62,67,69,71,75,79,80,86,91
668,1,11,6,9,10,12,23,37,40,42,46,47,49,51,53,57,62,63,71,76,80,81,83
669,4,11,6,8,9,11,13,16,27,30,37,44,48,66,69,70,74,75,77,84,85,95,97
670,8,11,6,5,12,19,23,34,36,47,54,62,66,67,70,74,77,78,83,85,94,95,96
671,11,11,6,3,5,10,12,14,18,37,38,39,41,43,58,67,74,75,80,88,90,97,98
672,18,11,6,3,12,17,19,29,34,40,46,50,52,57,58,68,70,72,79,82,83,91,95
673,22,11,6,8,11,12,17,19,21,22,28,29,36,43,49,57,58,60,61,65,79,89,91
674,25,11,6,11,12,23,25,26,29,36,42,49,53,56,71,73,74,78,82,83,87,92,98
675,29,11,6,9,10,14,16,17,18,19,20,24,25,37,43,50,51,70,78,80,84,93,98
676,2,12,6,0,3,7,9,28,34,42,58,64,65,68,69,76,79,84,88,90,91,96,99
677,6,12,6,2,6,21,25,33,35,36,48,49,51,53,54,68,79,80,83,89,90,91,98
678,9,12,6,0,10,19,20,23,35,49,51,52,59,61,62,67,69,76,78,79,81,85,93
679,13,12,6,0,4,8,11,14,17,23,25,26,32,37,53,59,61,63,67,76,85,86,98
680,16,12,6,4,9,10,12,13,17,22,28,33,35,42,45,47,48,54,65,69,78,79,99
681,20,12,6,1,14,16,18,31,33,34,39,43,47,54,57,58,63,70,75,79,83,89,93
682,23,12,6,2,4,10,18,26,30,41,45,50,52,58,62,64,66,70,72,73,88,91,99
683,27,12,6,1,2,6,14,16,34,45,55,58,59,60,68,70,83,87,89,91,92,95,97
684,30,12,6,0,1,13,17,21,27,35,37,40,48,52,54,59,64,69,77,79,87,93,99
685,3,1,7,2,6,19,23,24,27,28,30,38,42,50,54,65,75,76,87,88,96,98,99
686,6,1,7,2,3,7,11,19,20,21,24,27,39,41,44,47,61,65,68,70,82,83,86
687,10,1,7,9,11,19,20,24,25,30,36,41,53,63,72,75,76,78,80,89,92,95,97
688,13,1,7,0,8,15,19,29,31,33,34,37,40,52,53,65,72,77,78,89,94,96,99
689,17,1,7,8,12,20,22,23,26,32,38,44,55,63,68,69,70,77,85,86,89,94,96
690,20,1,7,4,5,7,11,14,18,43,47,52,55,63,65,67,73,77,84,87,91,92,93
691,24,1,7,9,18,29,31,38,42,43,44,45,47,52,58,59,60,68,82,85,92,98,99
692,27,1,7,3,4,12,14,18,21,28,34,35,45,50,51,52,61,65,68,75,78,82,88
693,31,1,7,3,4,13,14,19,22,24,26,38,43,47,51,62,65,67,68,69,72,90,97
694,3,2,7,6,9,14,17,19,24,41,42,47,58,64,67,68,69,71,72,75,86,87,97
695,7,2,7,2,7,17,22,33,37,46,51,54,60,61,65,66,70,74,76,77,78,80,88
696,10,2,7,11,13,22,23,25,31,37,44,61,64,70,71,72,75,77,79,80,84,87,94
697,14,2,7,1,5,6,11,17,26,39,40,44,46,48,53,54,65,68,75,78,80,89,94
698,17,2,7,8,14,15,16,26,27,30,39,41,44,48,67,74,75,82,86,87,88,91,94
699,21,2,7,3,7,10,17,22,23,27,28,44,46,47,55,67,74,77,81,88,93,95,96
700,24,2,7,6,11,16,25,26,27,29,37,39,47,51,53,63,69,76,84,89,90,91,96
701,28,2,7,0,1,26,39,48,51,54,63,64,67,70,77,79,81,84,88,91,92,95,97
702,3,3,7,1,17,18,22,32,33,38,53,57,66,69,72,75,76,77,79,81,84,97,99
703,7,3,7,7,8,12,16,30,32,33,39,43,49,56,66,70,71,72,79,84,87,92,96
704,10,3,7,10,14,15,24,38,42,46,49,53,57,60,64,68,75,89,91,92,95,96,99
705,14,3,7,5,13,16,18,19,36,37,38,43,45,50,51,57,58,70,72,73,75,84,96
706,17,3,7,8,14,15,32,33,37,46,51,55,62,63,65,66,77,81,82,84,87,92,98
707,21,3,7,3,5,7,13,21,25,26,28,34,42,47,52,65,72,76,80,82,86,93,99
708,24,3,7,1,18,19,24,27,28,31,42,46,49,50,64,65,74,82,85,86,91,93,99
709,28,3,7,2,4,7,11,12,13,20,36,37,41,42,45,53,67,68,74,76,81,88,93
710,31,3,7,3,6,18,24,28,38,42,46,50,52,58,59,60,62,66,69,72,75,95,96
711,4,4,7,5,6,12,13,19,20,32,35,45,49,51,55,66,68,82,86,87,88,95,99
712,7,4,7,2,10,14,17,22,29,31,33,38,40,47,48,57,76,80,85,93,94,96,97
713,11,4,7,2,6,12,15,22,25,27,28,31,46,54,57,59,60,64,78,80,82,84,87
714,14,4,7,9,15,29,32,34,35,48,49,55,60,61,66,69,71,87,90,91,93,97,98
715,18,4,7,2,8,10,14,27,34,38,53,54,56,57,64,66,69,71,76,80,82,86,99
716,23,4,7,9,11,13,18,25,28,31,40,43,60,62,73,74,75,81,84,85,87,96,98
717,25,4,7,1,5,6,15,20,21,23,24,26,28,31,39,42,43,60,64,69,73,77,97
718,28,4,7,2,9,21,31,41,42,46,48,52,59,68,70,71,72,75,81,82,94,95,98
719,2,5,7,3,12,13,18,21,25,27,28,34,36,41,45,47,51,58,62,84,85,91,95
720,5,5,7,0,10,15,19,25,34,35,38,40,41,44,45,58,68,74,75,80,89,92,96
721,9,5,7,1,8,12,18,20,22,36,37,42,49,51,54,60,64,72,74,83,87,90,98
722,12,5,7,0,22,23,30,31,34,36,48,50,54,56,57,59,61,64,67,80,95,97,98
723,16,5,7,12,13,18,27,31,33,34,37,39,40,45,61,63,67,68,77,81,88,93,95
724,19,5,7,12,15,16,17,27,29,32,34,36,51,52,76,78,79,81,82,86,87,88,98
725,23,5,7,1,3,4,10,26,36,40,46,47,54,62,66,74,75,79,84,85,95,98,99
726,26,5,7,4,6,11,15,17,30,35,43,44,46,50,58,59,62,66,68,75,76,90,92
727,30,5,7,3,5,9,10,17,20,23,24,36,41,58,67,72,87,89,90,91,92,94,99
728,2,6,7,0,1,4,7,9,15,20,26,27,35,44,46,48,50,51,55,63,65,66,87
729,6,6,7,0,3,4,8,20,24,26,27,30,33,40,42,46,56,60,62,75,79,89,99
730,9,6,7,13,23,26,36,37,41,42,47,52,54,60,66,76,77,82,83,88,91,97,98
731,13,6,7,2,3,13,20,27,30,32,39,44,45,50,63,64,78,82,84,89,92,94,99
732,16,6,7,5,6,14,16,18,24,35,46,48,56,63,65,70,75,87,89,93,95,97,99
733,20,6,7,1,7,12,13,24,29,30,38,40,41,46,48,54,63,66,73,74,76,83,89
734,23,6,7,0,1,9,10,11,26,27,38,42,51,60,61,66,69,70,71,78,79,83,99
735,27,6,7,0,11,18,29,37,39,42,44,53,58,65,68,71,72,73,75,90,97,98,99
736,30,6,7,0,8,13,14,17,27,33,37,39,41,47,48,55,56,62,66,72,73,78,82
737,4,7,7,2,3,15,18,24,25,34,37,39,44,54,59,69,71,73,77,89,92,93,99
738,7,7,7,1,5,13,17,33,37,38,49,57,58,64,66,69,72,74,78,80,84,88,89
739,11,7,7,0,7,14,19,30,39,41,48,49,64,68,72,73,78,84,86,88,92,93,96
740,14,7,7,16,19,20,32,36,37,44,47,57,59,68,69,75,81,82,86,87,91,93,98
741,18,7,7,10,11,15,16,17,19,20,35,40,46,50,55,62,66,81,86,90,91,95,98
742,21,7,7,2,6,9,23,28,34,39,41,44,46,47,69,71,79,80,81,82,83,87,97
743,25,7,7,9,13,18,20,24,31,34,37,42,46,57,60,62,69,76,80,88,89,92,95
744,28,7,7,0,1,3,5,19,26,27,29,35,49,53,56,61,63,64,66,76,77,83,91
745,1,8,7,2,4,10,19,22,28,39,44,48,58,59,68,70,73,74,75,78,85,90,91
746,4,8,7,1,2,6,7,13,33,34,37,45,46,47,54,59,62,67,71,74,80,85,90
747,8,8,7,3,5,6,7,10,18,30,40,41,42,45,48,54,65,81,88,92,94,97,98
748,11,8,7,11,13,26,29,31,32,34,35,43,46,49,52,60,69,75,76,83,88,93,98
749,15,8,7,3,6,11,15,18,23,29,32,34,36,46,47,70,72,74,75,79,93,94,97
750,18,8,7,4,7,19,22,24,30,38,41,45,53,57,66,68,72,75,77,80,83,92,94
751,22,8,7,10,11,18,37,43,44,51,56,58,60,63,65,74,77,78,82,86,90,92,95
752,25,8,7,0,2,4,12,19,31,36,37,42,46,48,54,56,63,71,75,86,88,91,93
753,29,8,7,7,9,12,13,17,19,22,34,36,38,41,47,53,59,60,61,67,72,78,99
754,1,9,7,5,13,15,16,18,24,27,33,36,39,40,46,49,50,60,61,76,83,90,94
755,5,9,7,23,30,31,34,35,43,45,46,48,49,53,55,68,75,83,85,88,95,96,99
756,8,9,7,4,5,7,12,18,19,21,23,36,44,47,63,76,77,81,88,89,93,96,99
757,12,9,7,7,14,17,18,23,27,28,29,42,46,59,70,71,74,79,82,83,86,88,92
758,15,9,7,0,13,22,27,35,45,47,49,54,65,67,70,79,81,88,92,93,94,95,96
759,19,9,7,1,6,11,17,23,25,27,31,41,43,48,53,57,58,60,63,87,91,93,96
760,22,9,7,11,14,16,17,19,30,32,35,38,41,54,55,65,66,72,73,84,85,92,93
761,26,9,7,3,4,7,9,10,15,21,34,39,42,45,46,48,50,55,56,63,71,85,90
762,29,9,7,6,20,29,35,37,38,50,51,52,64,66,75,83,88,90,91,92,95,98,99
763,3,10,7,1,11,26,29,33,41,44,46,49,56,63,72,79,80,81,82,86,89,92,99
764,6,10,7,2,11,23,24,42,48,58,61,63,66,71,73,76,78,82,83,86,89,93,99
765,10,10,7,1,2,8,10,11,15,24,27,33,38,47,53,56,64,73,78,80,85,94,98
766,13,10,7,5,14,23,26,31,34,38,41,43,45,59,60,68,69,76,82,84,86,91,97
767,17,10,7,6,7,8,12,15,18,34,36,39,46,49,51,52,59,60,73,76,89,91,94
768,20,10,7,1,6,9,17,18,28,34,41,45,47,50,51,54,59,61,71,83,95,96,97
769,24,10,7,2,10,17,19,26,32,33,38,42,52,57,63,66,76,80,81,88,95,97,98
770,27,10,7,9,13,14,17,18,31,40,48,57,58,59,62,67,72,78,80,83,84,97,98
771,31,10,7,6,9,11,12,18,19,20,22,25,27,31,35,40,47,49,57,71,81,86,88
772,3,11,7,1,9,23,29,33,37,38,39,44,47,50,52,54,55,61,76,82,89,96,98
773,7,11,7,0,16,17,26,27,37,41,58,59,60,61,67,69,76,77,78,87,92,93,98
774,10,11,7,0,1,13,23,27,31,34,43,59,61,66,67,68,72,75,77,85,88,96,99
775,14,11,7,5,6,17,19,25,27,32,40,44,45,47,48,50,51,57,76,79,86,97,99
776,17,11,7,5,11,16,17,20,22,24,26,30,31,35,38,43,49,51,55,57,70,83,95
777,21,11,7,3,4,6,19,20,25,27,28,31,53,55,66,68,70,72,73,77,78,80,96
778,24,11,7,8,13,16,18,19,25,28,30,37,55,56,62,63,68,71,72,74,79,94,99
779,28,11,7,4,7,14,15,20,22,30,40,45,49,57,64,68,74,75,79,81,93,94,99
780,1,12,7,0,3,7,25,27,34,35,39,41,46,48,59,68,71,73,76,78,84,93,99
781,5,12,7,0,9,16,17,20,22,38,40,45,46,48,53,58,65,67,72,78,91,93,99
782,8,12,7,0,2,4,13,18,23,24,27,29,31,34,38,40,52,63,65,79,84,86,89
783,12,12,7,1,2,4,6,7,14,36,48,51,52,56,64,67,68,73,75,83,86,92,98
784,15,12,7,1,3,8,18,19,22,23,27,36,44,49,58,62,66,68,69,71,79,98,99
785,19,12,7,3,8,11,14,20,22,23,25,28,30,38,47,51,55,73,79,80,89,97,98
786,22,12,7,14,20,32,37,38,43,52,53,62,63,64,65,66,67,75,81,89,91,93,97
787,26,12,7,1,8,10,15,21,22,23,27,29,32,34,39,50,58,64,68,69,80,90,94
788,29,12,7,0,1,2,4,5,18,22,29,37,39,41,43,64,66,75,76,79,80,81,99
789,2,1,8,1,2,12,15,16,23,26,28,32,47,48,50,69,72,73,78,86,88,93,95
790,5,1,8,6,9,15,16,17,28,38,44,47,56,57,61,65,68,76,81,82,84,85,91
791,9,1,8,1,5,7,14,23,32,33,35,37,39,41,43,53,56,61,63,67,76,84,95
792,12,1,8,4,5,9,10,14,19,26,31,37,42,47,52,58,68,75,85,86,87,88,90
793,16,1,8,0,7,11,17,28,34,39,41,42,48,49,53,58,66,67,77,83,86,91,97
794,19,1,8,0,2,15,16,17,18,34,36,39,43,48,49,50,54,62,66,75,77,79,90
795,23,1,8,4,18,29,30,45,47,49,50,52,55,56,59,65,70,72,74,87,91,93,95
796,26,1,8,3,5,13,19,31,32,33,35,41,44,50,53,59,61,63,75,79,80,96,99
797,30,1,8,6,9,17,21,29,37,38,40,43,45,46,65,68,78,79,84,85,87,95,98
798,2,2,8,13,14,15,16,23,27,33,44,49,50,55,58,66,74,77,80,81,86,88,99
799,6,2,8,1,4,12,13,19,31,33,35,37,43,44,48,56,60,69,74,82,89,92,93
800,9,2,8,0,2,8,15,19,20,22,25,35,37,42,44,53,65,70,75,82,86,90,97
801,13,2,8,0,4,9,11,14,19,22,34,36,41,43,53,55,61,67,71,76,83,86,93
802,16,2,8,1,4,6,12,21,25,27,36,42,44,50,51,53,59,68,69,74,78,87,91
803,20,2,8,8,17,19,22,25,26,31,32,37,41,43,56,57,66,68,74,78,88,89,99
804,23,2,8,0,5,6,7,12,17,20,23,31,35,37,38,47,51,52,61,69,76,83,93
805,27,2,8,11,16,17,18,20,23,24,33,34,41,47,59,63,68,69,70,77,78,79,83
806,1,3,8,4,8,14,17,26,28,34,38,42,43,44,52,60,61,72,79,88,90,95,98
807,5,3,8,0,6,9,10,15,18,29,30,31,36,40,53,56,58,72,73,76,86,91,93
808,8,3,8,1,2,6,12,13,20,30,32,35,39,41,42,57,58,62,76,85,87,96,97
809,12,3,8,11,19,23,29,32,35,49,54,55,66,72,75,82,83,84,86,88,90,96,98
810,15,3,8,1,4,5,6,8,15,16,24,27,36,42,49,55,56,67,68,70,72,79,98
811,19,3,8,0,1,15,24,25,26,29,31,36,43,46,60,71,75,81,88,89,91,94,99
812,22,3,8,8,9,27,31,38,50,52,54,55,56,60,62,66,69,72,73,81,89,90,96
813,26,3,8,1,8,9,20,23,26,28,42,45,49,51,54,68,72,73,77,87,89,91,95
814,29,3,8,5,13,17,19,22,30,36,39,46,49,56,61,66,67,70,77,83,95,96,97
815,2,4,8,13,23,24,26,27,28,31,37,48,51,63,67,69,73,75,77,85,91,96,99
816,5,4,8,1,2,3,17,18,19,20,31,39,40,42,58,61,65,67,69,72,73,93,98
817,9,4,8,5,6,7,12,13,20,28,29,44,47,49,52,54,55,59,60,83,86,91,93
818,12,4,8,7,13,22,36,42,47,50,51,60,65,67,69,74,81,83,84,89,90,92,98
819,16,4,8,2,10,12,23,27,35,37,39,42,43,46,48,54,55,62,73,82,85,96,99
820,19,4,8,1,7,12,15,16,23,43,44,45,55,58,59,66,71,82,83,90,91,97,98
821,23,4,8,0,12,20,23,25,30,39,45,47,48,50,55,62,63,66,69,89,90,91,93
822,26,4,8,4,17,19,25,27,28,35,37,39,41,55,61,62,72,75,76,86,88,92,98
823,30,4,8,0,6,17,18,25,27,32,33,38,44,46,47,57,58,59,66,67,83,93,97
824,3,5,8,3,8,15,17,19,21,24,26,38,44,47,57,68,70,76,79,82,83,91,92
825,7,5,8,0,4,15,17,20,26,29,32,42,59,60,62,67,68,72,81,88,90,91,92
826,10,5,8,4,9,12,22,23,25,28,36,52,53,59,63,66,67,68,69,71,77,88,98
827,14,5,8,3,14,15,18,19,26,30,31,46,48,49,50,59,60,71,72,74,75,78,85
828,17,5,8,0,8,9,19,20,29,33,42,50,51,53,56,58,64,65,79,85,88,93,96
829,21,5,8,6,12,21,32,37,42,43,49,51,54,55,57,58,61,66,70,78,84,88,98
830,24,5,8,0,5,8,11,18,23,29,30,34,35,39,51,59,69,74,76,89,90,91,92
831,28,5,8,0,10,16,17,19,20,22,38,40,43,47,50,54,56,64,83,87,91,94,99
832,31,5,8,1,4,7,10,11,20,28,33,35,37,47,52,56,59,62,73,76,79,88,97
833,4,6,8,7,8,12,14,32,34,36,38,40,42,54,62,66,71,72,74,79,80,83,98
834,7,6,8,1,3,10,17,19,25,34,35,41,42,46,55,64,67,70,71,78,85,89,96
835,11,6,8,7,11,12,13,24,31,35,36,37,38,45,56,57,71,75,79,80,90,91,97
836,14,6,8,5,7,8,10,15,16,19,25,33,39,42,49,58,65,72,80,81,91,92,99
837,18,6,8,8,13,16,21,26,36,42,53,55,65,72,73,80,81,83,85,86,90,96,97
838,21,6,8,3,16,22,24,27,34,46,47,49,65,67,69,73,81,83,84,89,93,94,98
839,25,6,8,6,12,14,16,18,21,24,25,30,32,43,55,70,72,74,80,85,89,95,97
840,28,6,8,9,14,17,22,28,33,42,43,46,54,55,59,63,66,72,87,94,95,98,99
841,2,7,8,2,9,11,25,28,35,43,49,70,74,78,81,82,85,87,90,91,94,95,97
842,5,7,8,8,10,11,18,28,31,37,38,40,45,46,49,55,62,79,81,85,86,91,95
843,9,7,8,1,7,11,14,17,19,25,31,32,33,37,41,42,47,57,59,71,90,92,98
844,12,7,8,6,11,13,15,24,25,26,29,33,34,35,44,49,68,77,79,82,86,90,91
845,16,7,8,1,5,6,9,18,19,21,22,40,41,42,48,52,55,66,67,85,88,89,99
846,19,7,8,3,4,5,11,28,30,38,41,43,50,51,52,53,56,64,66,70,71,82,90
847,23,7,8,6,7,8,12,19,25,30,45,47,53,58,61,65,71,77,79,85,86,88,97
848,26,7,8,10,16,20,26,40,51,60,61,62,63,65,70,73,74,75,76,81,88,93,96
849,30,7,8,1,5,8,12,16,18,23,35,42,43,47,51,53,55,57,63,65,70,74,75
850,2,8,8,1,3,7,11,14,18,23,42,43,45,54,62,78,82,86,88,90,92,94,97
851,6,8,8,0,2,7,10,11,12,19,20,28,29,47,49,58,73,78,82,87,91,96,98
852,9,8,8,15,19,27,28,36,37,41,45,46,47,52,56,57,67,70,75,76,78,92,95
853,13,8,8,4,5,11,19,25,29,36,39,42,46,49,51,64,71,74,78,82,85,86,99
854,16,8,8,4,10,16,17,26,28,31,32,38,47,49,54,59,69,81,84,88,94,95,99
855,20,8,8,4,7,9,16,17,23,25,30,32,50,52,58,70,75,77,82,88,92,96,97
856,23,8,8,4,5,6,10,13,17,22,24,27,31,44,45,47,55,57,62,64,65,78,96
857,27,8,8,0,3,11,12,27,28,30,35,36,37,41,46,47,50,51,58,62,72,77,88
858,30,8,8,2,5,6,7,8,26,29,32,37,39,41,48,50,55,58,75,80,88,91,98
859,3,9,8,8,9,17,24,30,31,34,36,47,48,51,59,68,69,73,74,78,85,94,97
860,6,9,8,5,8,13,17,20,29,31,37,38,40,43,44,47,49,56,65,66,68,71,78
861,10,9,8,3,7,12,22,37,40,41,50,56,59,66,68,71,76,79,84,85,93,98,99
862,13,9,8,9,18,24,36,38,48,53,54,58,61,69,70,72,74,87,91,92,97,98,99
863,17,9,8,0,3,4,17,22,40,41,46,49,52,53,56,60,62,71,75,82,83,89,94
864,20,9,8,5,10,12,14,18,22,27,28,40,49,56,59,63,66,69,80,81,88,92,97
865,24,9,8,1,4,7,10,11,25,26,35,38,43,48,55,56,62,64,67,68,79,85,98
866,27,9,8,6,8,14,23,30,31,32,37,39,40,44,45,48,50,52,80,89,91,97,99
867,1,10,8,10,12,16,21,22,25,31,32,37,42,43,53,67,76,79,85,86,92,94,99
